时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	高度(m)	气压(kPa)	版本号()	电量(%)
2026-3-24 13:44:0.186	WT901BLE68(2D9DAA075046)	-0.386	-0.878	-0.275	3.357	22.583	-4.700	-107.35	25.08	-130.39	31.587	9.400	98.460	-0.41650	0.21841	-0.76270	0.44385	24.5	null	null	13113	100
2026-3-24 13:44:0.364	WT901BLE68(2D9DAA075046)	-0.336	-0.885	-0.285	3.357	23.438	-4.395	-107.94	23.90	-132.56	31.587	9.400	98.460	-0.35165	0.19269	-0.78394	0.47388	24.5	null	null	13113	100
2026-3-24 13:44:0.486	WT901BLE68(2D9DAA075046)	-0.305	-0.890	-0.307	2.747	24.475	-3.174	-109.08	21.58	-136.98	31.587	9.400	98.460	-0.35165	0.19269	-0.78394	0.47388	24.5	null	null	13113	100
2026-3-24 13:44:0.693	WT901BLE68(2D9DAA075046)	-0.276	-0.899	-0.324	2.258	24.963	-2.197	-110.19	19.27	-141.62	31.587	9.400	98.460	-0.35165	0.19269	-0.78394	0.47388	24.5	null	null	13113	100
2026-3-24 13:44:0.904	WT901BLE68(2D9DAA075046)	-0.237	-0.901	-0.337	1.831	25.024	-1.770	-110.76	18.11	-144.04	31.587	9.400	98.460	-0.28754	0.17349	-0.80246	0.49310	24.5	null	null	13113	100
2026-3-24 13:44:0.963	WT901BLE68(2D9DAA075046)	-0.215	-0.904	-0.355	1.038	26.367	-1.099	-111.80	15.91	-141.50	31.587	9.400	98.460	-0.28754	0.17349	-0.80246	0.49310	24.5	null	null	13113	100
2026-3-24 13:44:1.86	WT901BLE68(2D9DAA075046)	-0.193	-0.904	-0.368	0.488	25.391	-0.732	-112.31	14.83	-138.88	31.587	9.400	98.460	-0.28754	0.17349	-0.80246	0.49310	24.5	null	null	13113	100
2026-3-24 13:44:1.293	WT901BLE68(2D9DAA075046)	-0.160	-0.906	-0.381	-0.244	27.893	-0.305	-113.33	12.66	-134.15	31.587	9.400	98.460	-0.28754	0.17349	-0.80246	0.49310	24.5	null	null	13113	100
2026-3-24 13:44:1.504	WT901BLE68(2D9DAA075046)	-0.132	-0.906	-0.393	-1.099	25.940	0.000	-113.84	11.56	-132.06	-39.673	30.780	55.760	-0.28754	0.17349	-0.80246	0.49310	24.5	null	null	13113	100
2026-3-24 13:44:1.714	WT901BLE68(2D9DAA075046)	-0.082	-0.903	-0.406	-2.075	27.283	0.122	-114.86	9.39	-128.10	-39.673	30.780	55.760	-0.29477	0.34879	-0.76883	0.44748	24.5	null	null	13113	100
2026-3-24 13:44:1.774	WT901BLE68(2D9DAA075046)	-0.067	-0.902	-0.426	-2.991	26.184	0.122	-115.91	7.15	-124.65	-39.673	30.780	55.760	-0.29477	0.34879	-0.76883	0.44748	24.5	null	null	13113	100
2026-3-24 13:44:1.894	WT901BLE68(2D9DAA075046)	-0.036	-0.896	-0.437	-3.906	25.696	0.000	-116.43	6.03	-123.01	-39.673	30.780	55.760	-0.29477	0.34879	-0.76883	0.44748	24.5	null	null	13113	100
2026-3-24 13:44:2.104	WT901BLE68(2D9DAA075046)	-0.014	-0.891	-0.450	-4.700	24.170	0.000	-117.52	3.77	-119.97	-39.673	30.780	55.760	-0.29477	0.34879	-0.76883	0.44748	24.5	null	null	13113	100
2026-3-24 13:44:2.314	WT901BLE68(2D9DAA075046)	0.009	-0.888	-0.462	-5.310	23.071	-0.366	-118.06	2.63	-118.55	-39.720	34.667	45.253	-0.29477	0.34879	-0.76883	0.44748	24.5	null	null	13113	100
2026-3-24 13:44:2.494	WT901BLE68(2D9DAA075046)	0.087	-0.877	-0.467	-6.409	24.475	-0.793	-119.16	0.29	-115.80	-39.720	34.667	45.253	-0.26355	0.47818	-0.72183	0.42514	24.5	null	null	13113	100
2026-3-24 13:44:2.704	WT901BLE68(2D9DAA075046)	0.113	-0.865	-0.500	-7.019	21.973	-1.404	-120.25	-2.11	-113.19	-39.447	35.020	42.520	-0.26355	0.47818	-0.72183	0.42514	24.5	null	null	13113	100
2026-3-24 13:44:2.914	WT901BLE68(2D9DAA075046)	0.160	-0.849	-0.508	-7.568	19.714	-2.075	-121.37	-4.53	-110.55	-39.447	35.020	42.520	-0.24380	0.52573	-0.69781	0.42084	24.5	null	null	13113	100
2026-3-24 13:44:3.124	WT901BLE68(2D9DAA075046)	0.198	-0.836	-0.526	-8.545	18.188	-2.869	-122.55	-6.98	-107.89	-40.300	35.313	41.507	-0.24380	0.52573	-0.69781	0.42084	24.5	null	null	13113	100
2026-3-24 13:44:3.304	WT901BLE68(2D9DAA075046)	0.240	-0.816	-0.538	-8.972	15.991	-3.601	-123.78	-9.44	-105.23	-40.300	35.313	41.507	-0.21930	0.58005	-0.66479	0.41638	24.5	null	null	13113	100
2026-3-24 13:44:3.514	WT901BLE68(2D9DAA075046)	0.284	-0.793	-0.552	-9.277	14.648	-4.272	-125.07	-11.96	-102.56	-41.340	34.600	41.467	-0.21930	0.58005	-0.66479	0.41638	24.5	null	null	13113	100
2026-3-24 13:44:3.724	WT901BLE68(2D9DAA075046)	0.324	-0.775	-0.565	-9.766	13.794	-5.127	-126.44	-14.47	-99.77	-41.340	34.600	41.467	-0.19479	0.62729	-0.63049	0.41342	24.5	null	null	13113	100
2026-3-24 13:44:3.904	WT901BLE68(2D9DAA075046)	0.364	-0.745	-0.579	-10.071	12.573	-5.859	-127.90	-16.98	-96.86	-42.533	33.620	42.267	-0.19479	0.62729	-0.63049	0.41342	24.5	null	null	13113	100
2026-3-24 13:44:4.114	WT901BLE68(2D9DAA075046)	0.406	-0.719	-0.588	-9.949	11.353	-6.348	-129.44	-19.51	-93.96	-42.533	33.620	42.267	-0.16809	0.67172	-0.59210	0.41214	24.5	null	null	13113	100
2026-3-24 13:44:4.324	WT901BLE68(2D9DAA075046)	0.443	-0.688	-0.597	-10.315	10.681	-7.080	-131.01	-22.05	-91.10	-44.313	32.280	42.067	-0.16809	0.67172	-0.59210	0.41214	24.5	null	null	13113	100
2026-3-24 13:44:4.539	WT901BLE68(2D9DAA075046)	0.486	-0.656	-0.605	-9.949	10.010	-7.446	-132.63	-24.57	-88.24	-44.313	32.280	42.067	-0.13712	0.71213	-0.54999	0.41409	24.5	null	null	13113	100
2026-3-24 13:44:4.714	WT901BLE68(2D9DAA075046)	0.522	-0.620	-0.612	-9.827	9.644	-7.996	-134.30	-27.11	-85.51	-46.793	29.860	43.387	-0.13712	0.71213	-0.54999	0.41409	24.5	null	null	13113	100
2026-3-24 13:44:4.924	WT901BLE68(2D9DAA075046)	0.564	-0.582	-0.615	-9.705	8.728	-8.362	-136.05	-29.64	-82.66	-46.793	29.860	43.387	-0.10672	0.74481	-0.50864	0.41837	24.5	null	null	13113	100
2026-3-24 13:44:5.139	WT901BLE68(2D9DAA075046)	0.596	-0.547	-0.614	-9.399	8.789	-8.667	-137.89	-32.18	-79.62	-49.060	27.833	43.573	-0.10672	0.74481	-0.50864	0.41837	24.5	null	null	13113	100
2026-3-24 13:44:5.314	WT901BLE68(2D9DAA075046)	0.625	-0.508	-0.615	-9.155	7.935	-9.033	-139.81	-34.71	-76.53	-49.060	27.833	43.573	-0.07489	0.77582	-0.46021	0.42496	24.5	null	null	13113	100
2026-3-24 13:44:5.524	WT901BLE68(2D9DAA075046)	0.665	-0.468	-0.613	-8.972	8.240	-9.338	-141.86	-37.20	-73.22	-51.660	24.973	44.760	-0.07489	0.77582	-0.46021	0.42496	24.5	null	null	13113	100
2026-3-24 13:44:5.739	WT901BLE68(2D9DAA075046)	0.690	-0.429	-0.609	-8.606	7.751	-9.583	-144.00	-39.69	-69.68	-51.660	24.973	44.760	-0.04575	0.80032	-0.41153	0.43350	24.5	null	null	13113	100
2026-3-24 13:44:5.943	WT901BLE68(2D9DAA075046)	0.730	-0.387	-0.602	-8.484	7.874	-9.827	-146.29	-42.11	-66.12	-54.153	22.013	43.547	-0.04575	0.80032	-0.41153	0.43350	24.5	null	null	13113	100
2026-3-24 13:44:6.153	WT901BLE68(2D9DAA075046)	0.752	-0.339	-0.590	-7.996	7.385	-9.949	-148.58	-44.84	-62.61	-54.153	22.013	43.547	-0.01614	0.82141	-0.35413	0.44666	24.5	null	null	13113	100
2026-3-24 13:44:6.339	WT901BLE68(2D9DAA075046)	0.777	-0.303	-0.578	-8.057	10.193	-10.620	-151.28	-47.15	-57.71	-57.460	18.573	43.527	-0.01614	0.82141	-0.35413	0.44666	24.5	null	null	13113	100
2026-3-24 13:44:6.544	WT901BLE68(2D9DAA075046)	0.801	-0.256	-0.564	-7.568	7.385	-10.559	-154.10	-49.60	-51.62	-57.460	18.573	43.527	-0.00592	0.84543	-0.27020	0.46054	24.5	null	null	13113	100
2026-3-24 13:44:6.724	WT901BLE68(2D9DAA075046)	0.827	-0.207	-0.552	-7.446	6.836	-10.925	-157.23	-51.84	-42.43	-59.193	15.447	43.140	-0.00592	0.84543	-0.27020	0.46054	24.5	null	null	13113	100
2026-3-24 13:44:6.939	WT901BLE68(2D9DAA075046)	0.833	-0.165	-0.537	-7.263	7.019	-11.230	-160.64	-53.99	-29.67	-59.193	15.447	43.140	-0.04779	0.87421	-0.08664	0.47522	24.5	null	null	13113	100
2026-3-24 13:44:7.144	WT901BLE68(2D9DAA075046)	0.857	-0.119	-0.519	-6.897	7.202	-11.353	-164.37	-56.07	-14.92	-61.147	11.380	41.280	-0.04779	0.87421	-0.08664	0.47522	24.5	null	null	13113	100
2026-3-24 13:44:7.353	WT901BLE68(2D9DAA075046)	0.874	-0.073	-0.501	-6.531	6.775	-11.536	-168.55	-58.04	0.64	-61.147	11.380	41.280	-0.10806	0.86099	0.11063	0.48444	24.5	null	null	13113	100
2026-3-24 13:44:7.539	WT901BLE68(2D9DAA075046)	0.884	-0.029	-0.479	-6.104	6.714	-11.353	-173.18	-59.87	16.33	-63.413	7.287	40.080	-0.10806	0.86099	0.11063	0.48444	24.5	null	null	13113	100
2026-3-24 13:44:7.744	WT901BLE68(2D9DAA075046)	0.891	0.020	-0.456	-5.981	7.263	-11.841	-178.35	-61.55	32.20	-63.413	7.287	40.080	-0.17505	0.79861	0.30368	0.48914	24.5	null	null	13113	100
2026-3-24 13:44:7.953	WT901BLE68(2D9DAA075046)	0.896	0.066	-0.434	-5.493	6.775	-11.597	175.90	-63.01	48.11	-64.893	3.440	39.053	-0.17505	0.79861	0.30368	0.48914	24.5	null	null	13113	100
2026-3-24 13:44:8.139	WT901BLE68(2D9DAA075046)	0.908	0.111	-0.408	-5.371	7.446	-12.146	169.60	-64.24	63.91	-64.893	3.440	39.053	-0.23270	0.71161	0.44601	0.49030	24.5	null	null	13113	100
2026-3-24 13:44:8.343	WT901BLE68(2D9DAA075046)	0.902	0.154	-0.381	-4.883	7.813	-11.963	162.67	-65.24	79.67	-66.313	-1.373	36.853	-0.23270	0.71161	0.44601	0.49030	24.5	null	null	13113	100
2026-3-24 13:44:8.553	WT901BLE68(2D9DAA075046)	0.906	0.204	-0.354	-4.517	8.179	-12.146	155.39	-65.82	94.90	-66.313	-1.373	36.853	-0.28802	0.60248	0.55914	0.49124	24.5	null	null	13113	100
2026-3-24 13:44:8.764	WT901BLE68(2D9DAA075046)	0.906	0.249	-0.323	-4.211	8.240	-12.329	147.76	-66.13	109.87	-67.000	-5.047	33.807	-0.28802	0.60248	0.55914	0.49124	24.5	null	null	13113	100
2026-3-24 13:44:8.943	WT901BLE68(2D9DAA075046)	0.899	0.289	-0.294	-3.723	7.813	-12.207	140.19	-65.98	124.28	-67.000	-5.047	33.807	-0.33316	0.49863	0.63101	0.49200	24.5	null	null	13113	100
2026-3-24 13:44:9.153	WT901BLE68(2D9DAA075046)	0.891	0.334	-0.264	-3.540	7.813	-12.756	132.77	-65.40	137.92	-67.160	-9.580	30.453	-0.33316	0.49863	0.63101	0.49200	24.5	null	null	13113	100
2026-3-24 13:44:9.363	WT901BLE68(2D9DAA075046)	0.878	0.378	-0.234	-3.235	7.629	-13.000	125.87	-64.39	150.47	-67.160	-9.580	30.453	-0.37296	0.39117	0.68079	0.49426	24.5	null	null	13113	100
2026-3-24 13:44:9.544	WT901BLE68(2D9DAA075046)	0.860	0.419	-0.207	-2.869	7.629	-13.306	119.64	-63.00	161.76	-66.367	-14.527	28.420	-0.37296	0.39117	0.68079	0.49426	24.5	null	null	13113	100
2026-3-24 13:44:9.753	WT901BLE68(2D9DAA075046)	0.839	0.464	-0.179	-2.502	7.568	-13.367	114.10	-61.29	171.79	-66.367	-14.527	28.420	-0.40198	0.29822	0.70724	0.49918	24.5	null	null	13113	100
2026-3-24 13:44:9.993	WT901BLE68(2D9DAA075046)	0.823	0.506	-0.152	-2.136	7.507	-13.672	109.33	-59.33	-179.37	-65.700	-19.600	25.347	-0.40198	0.29822	0.70724	0.49918	24.5	null	null	13113	100
2026-3-24 13:44:10.174	WT901BLE68(2D9DAA075046)	0.800	0.546	-0.123	-1.709	8.667	-13.550	105.01	-57.19	-171.21	-65.700	-19.600	25.347	-0.43063	0.19849	0.71988	0.50674	24.5	null	null	13113	100
2026-3-24 13:44:10.353	WT901BLE68(2D9DAA075046)	0.771	0.586	-0.096	-1.282	9.033	-13.428	101.21	-54.92	-163.77	-64.387	-23.900	21.513	-0.43063	0.19849	0.71988	0.50674	24.5	null	null	13113	100
2026-3-24 13:44:10.563	WT901BLE68(2D9DAA075046)	0.742	0.627	-0.063	-0.793	10.620	-13.306	97.71	-52.56	-156.86	-64.387	-23.900	21.513	-0.45337	0.12170	0.71802	0.51379	24.5	null	null	13113	100
2026-3-24 13:44:10.774	WT901BLE68(2D9DAA075046)	0.714	0.661	-0.034	-0.183	11.292	-13.000	94.52	-50.11	-150.44	-61.580	-28.767	16.340	-0.45337	0.12170	0.71802	0.51379	24.5	null	null	13113	100
2026-3-24 13:44:10.953	WT901BLE68(2D9DAA075046)	0.681	0.698	-0.001	0.244	12.451	-12.939	91.60	-47.58	-144.44	-61.580	-28.767	16.340	-0.48001	0.03748	0.70416	0.52176	24.5	null	null	13113	100
2026-3-24 13:44:11.164	WT901BLE68(2D9DAA075046)	0.637	0.729	0.030	0.793	14.343	-12.390	88.87	-45.01	-138.70	-58.373	-33.007	12.047	-0.48001	0.03748	0.70416	0.52176	24.5	null	null	13113	100
2026-3-24 13:44:11.373	WT901BLE68(2D9DAA075046)	0.607	0.757	0.064	1.404	16.479	-11.536	86.31	-42.37	-133.22	-58.373	-33.007	12.047	-0.50665	-0.03781	0.68021	0.52829	24.5	null	null	13113	100
2026-3-24 13:44:11.586	WT901BLE68(2D9DAA075046)	0.563	0.785	0.100	2.136	18.372	-11.353	83.88	-39.68	-127.84	-52.627	-37.147	6.140	-0.50665	-0.03781	0.68021	0.52829	24.5	null	null	13113	100
2026-3-24 13:44:11.763	WT901BLE68(2D9DAA075046)	0.521	0.809	0.134	2.686	20.874	-10.620	81.52	-36.91	-122.42	-52.627	-37.147	6.140	-0.54022	-0.11752	0.64270	0.53027	24.5	null	null	13113	100
2026-3-24 13:44:11.974	WT901BLE68(2D9DAA075046)	0.482	0.828	0.168	3.235	24.109	-9.521	79.26	-34.10	-117.02	-46.860	-40.787	-0.067	-0.54022	-0.11752	0.64270	0.53027	24.5	null	null	13113	100
2026-3-24 13:44:12.186	WT901BLE68(2D9DAA075046)	0.412	0.848	0.202	3.601	26.489	-8.301	77.12	-31.22	-111.62	-46.860	-40.787	-0.067	-0.57568	-0.18967	0.59564	0.52698	24.5	null	null	13113	100
2026-3-24 13:44:12.363	WT901BLE68(2D9DAA075046)	0.382	0.866	0.245	4.028	26.733	-7.019	74.99	-28.27	-106.24	-38.667	-43.867	-5.707	-0.57568	-0.18967	0.59564	0.52698	24.5	null	null	13113	100
2026-3-24 13:44:12.574	WT901BLE68(2D9DAA075046)	0.356	0.877	0.276	3.479	36.377	-5.310	72.80	-25.14	-100.56	-38.667	-43.867	-5.707	-0.61713	-0.26175	0.53101	0.51825	24.5	null	null	13113	100
2026-3-24 13:44:12.786	WT901BLE68(2D9DAA075046)	0.293	0.888	0.312	3.174	38.574	-3.906	70.66	-21.90	-95.22	-27.360	-45.927	-9.527	-0.61713	-0.26175	0.53101	0.51825	24.5	null	null	13113	100
2026-3-24 13:44:12.994	WT901BLE68(2D9DAA075046)	0.229	0.896	0.351	2.075	39.917	-2.197	68.66	-18.58	-91.03	-27.360	-45.927	-9.527	-0.64209	-0.30930	0.46793	0.52246	24.5	null	null	13113	100
2026-3-24 13:44:13.174	WT901BLE68(2D9DAA075046)	0.185	0.895	0.380	0.671	42.480	-1.038	66.79	-15.15	-88.51	-13.427	-46.607	-9.360	-0.64209	-0.30930	0.46793	0.52246	24.5	null	null	13113	100
2026-3-24 13:44:13.385	WT901BLE68(2D9DAA075046)	0.120	0.897	0.413	-1.404	40.833	0.000	65.05	-11.66	-88.34	-13.427	-46.607	-9.360	-0.63080	-0.32651	0.42038	0.56451	24.5	null	null	13113	100
2026-3-24 13:44:13.593	WT901BLE68(2D9DAA075046)	0.042	0.897	0.438	-2.991	41.931	0.061	63.45	-8.16	-90.27	-1.560	-44.840	-5.220	-0.63080	-0.32651	0.42038	0.56451	24.5	null	null	13113	100
2026-3-24 13:44:13.774	WT901BLE68(2D9DAA075046)	0.013	0.891	0.463	-4.822	35.339	-0.061	61.98	-4.66	-93.47	-1.560	-44.840	-5.220	-0.58179	-0.32770	0.38754	0.63547	24.5	null	null	13113	100
2026-3-24 13:44:13.986	WT901BLE68(2D9DAA075046)	-0.068	0.878	0.477	-6.653	30.273	-0.793	60.66	-1.10	-97.20	3.827	-41.893	-0.160	-0.58179	-0.32770	0.38754	0.63547	24.5	null	null	13113	100
2026-3-24 13:44:14.194	WT901BLE68(2D9DAA075046)	-0.187	0.869	0.498	-7.813	34.729	-1.831	59.38	2.24	-101.38	3.827	-41.893	-0.160	-0.51938	-0.32770	0.36417	0.70007	24.5	null	null	13113	100
2026-3-24 13:44:14.404	WT901BLE68(2D9DAA075046)	-0.196	0.849	0.519	-8.972	23.132	-2.625	58.19	5.55	-105.63	3.827	-41.893	-0.160	-0.51938	-0.32770	0.36417	0.70007	24.5	null	null	13113	100
2026-3-24 13:44:14.586	WT901BLE68(2D9DAA075046)	-0.251	0.831	0.525	-9.460	22.644	-3.845	57.02	8.79	-109.87	3.827	-41.893	-0.160	-0.51938	-0.32770	0.36417	0.70007	24.3	null	null	13113	100
2026-3-24 13:44:14.763	WT901BLE68(2D9DAA075046)	-0.300	0.812	0.534	-9.888	20.264	-4.883	55.85	11.95	-113.93	3.827	-41.893	-0.160	-0.51938	-0.32770	0.36417	0.70007	24.3	null	null	13113	100
2026-3-24 13:44:14.886	WT901BLE68(2D9DAA075046)	-0.321	0.792	0.547	-10.193	17.883	-5.859	54.64	15.05	-117.62	3.827	-41.893	-0.160	-0.51938	-0.32770	0.36417	0.70007	24.3	null	null	13113	100
2026-3-24 13:44:15.63	WT901BLE68(2D9DAA075046)	-0.376	0.774	0.547	-9.888	16.785	-6.042	54.02	16.58	-119.32	3.827	-41.893	-0.160	-0.36551	-0.34283	0.31265	0.80685	24.3	null	null	13113	100
2026-3-24 13:44:15.274	WT901BLE68(2D9DAA075046)	-0.420	0.748	0.559	-10.498	14.221	-7.324	52.71	19.53	-122.28	8.320	-27.353	-13.300	-0.36551	-0.34283	0.31265	0.80685	24.3	null	null	13113	100
2026-3-24 13:44:15.486	WT901BLE68(2D9DAA075046)	-0.467	0.717	0.564	-10.010	12.085	-7.568	51.31	22.43	-124.32	8.320	-27.353	-13.300	-0.33035	-0.36295	0.27740	0.82587	24.3	null	null	13113	100
2026-3-24 13:44:15.693	WT901BLE68(2D9DAA075046)	-0.511	0.683	0.571	-10.254	11.353	-8.484	49.75	25.31	-124.34	12.827	-21.347	-19.313	-0.33035	-0.36295	0.27740	0.82587	24.3	null	null	13113	100
2026-3-24 13:44:15.874	WT901BLE68(2D9DAA075046)	-0.546	0.649	0.581	-10.010	10.193	-8.911	48.03	28.10	-119.22	12.827	-21.347	-19.313	-0.41498	-0.41351	0.17841	0.79050	24.3	null	null	13113	100
2026-3-24 13:44:16.85	WT901BLE68(2D9DAA075046)	-0.581	0.609	0.582	-9.827	8.423	-9.460	46.11	30.85	-109.53	18.887	-15.080	-26.160	-0.41498	-0.41351	0.17841	0.79050	24.3	null	null	13113	100
2026-3-24 13:44:16.293	WT901BLE68(2D9DAA075046)	-0.623	0.572	0.584	-9.705	7.996	-9.827	44.04	33.51	-99.34	18.887	-15.080	-26.160	-0.53809	-0.44388	0.04947	0.71475	24.3	null	null	13113	100
2026-3-24 13:44:16.474	WT901BLE68(2D9DAA075046)	-0.651	0.530	0.591	-9.521	7.385	-10.193	41.87	36.11	-89.82	24.693	-8.300	-32.180	-0.53809	-0.44388	0.04947	0.71475	24.3	null	null	13113	100
2026-3-24 13:44:16.685	WT901BLE68(2D9DAA075046)	-0.683	0.488	0.589	-9.399	6.592	-10.559	39.56	38.64	-81.11	24.693	-8.300	-32.180	-0.64020	-0.43887	-0.08093	0.62521	24.3	null	null	13113	100
2026-3-24 13:44:16.893	WT901BLE68(2D9DAA075046)	-0.710	0.445	0.590	-9.216	6.470	-10.864	37.06	41.10	-73.19	31.107	-1.647	-35.373	-0.64020	-0.43887	-0.08093	0.62521	24.3	null	null	13113	100
2026-3-24 13:44:17.104	WT901BLE68(2D9DAA075046)	-0.738	0.399	0.586	-8.972	5.676	-10.986	34.37	43.47	-66.24	31.107	-1.647	-35.373	-0.70819	-0.40808	-0.18771	0.54459	24.3	null	null	13113	100
2026-3-24 13:44:17.285	WT901BLE68(2D9DAA075046)	-0.761	0.353	0.584	-8.789	5.432	-11.292	31.46	45.70	-60.38	36.860	4.553	-38.653	-0.70819	-0.40808	-0.18771	0.54459	24.3	null	null	13113	100
2026-3-24 13:44:17.493	WT901BLE68(2D9DAA075046)	-0.785	0.308	0.579	-8.423	5.310	-11.292	28.32	47.85	-55.43	36.860	4.553	-38.653	-0.75323	-0.36227	-0.27515	0.47491	24.3	null	null	13113	100
2026-3-24 13:44:17.704	WT901BLE68(2D9DAA075046)	-0.803	0.258	0.574	-8.118	4.822	-11.414	24.92	49.90	-51.40	41.493	11.227	-41.193	-0.75323	-0.36227	-0.27515	0.47491	24.3	null	null	13113	100
2026-3-24 13:44:17.885	WT901BLE68(2D9DAA075046)	-0.823	0.209	0.566	-8.179	4.883	-11.841	21.19	51.77	-48.38	41.493	11.227	-41.193	-0.78397	-0.30283	-0.35092	0.41281	24.3	null	null	13113	100
2026-3-24 13:44:18.93	WT901BLE68(2D9DAA075046)	-0.833	0.159	0.559	-7.874	4.578	-11.902	17.14	53.49	-46.11	46.473	17.473	-40.327	-0.78397	-0.30283	-0.35092	0.41281	24.3	null	null	13113	100
2026-3-24 13:44:18.304	WT901BLE68(2D9DAA075046)	-0.845	0.109	0.548	-7.568	4.761	-11.841	12.78	55.08	-44.79	46.473	17.473	-40.327	-0.79999	-0.24319	-0.40741	0.36713	24.3	null	null	13113	100
2026-3-24 13:44:18.514	WT901BLE68(2D9DAA075046)	-0.855	0.061	0.537	-7.507	4.211	-12.146	8.08	56.47	-44.32	51.493	22.667	-41.387	-0.79999	-0.24319	-0.40741	0.36713	24.3	null	null	13113	100
2026-3-24 13:44:18.693	WT901BLE68(2D9DAA075046)	-0.862	0.011	0.525	-7.446	4.517	-12.634	3.03	57.62	-44.68	51.493	22.667	-41.387	-0.80725	-0.17892	-0.45404	0.33176	24.3	null	null	13113	100
2026-3-24 13:44:18.904	WT901BLE68(2D9DAA075046)	-0.872	-0.039	0.512	-7.202	4.150	-12.634	-2.31	58.56	-45.70	55.987	28.613	-40.347	-0.80725	-0.17892	-0.45404	0.33176	24.3	null	null	13113	100
2026-3-24 13:44:19.114	WT901BLE68(2D9DAA075046)	-0.867	-0.090	0.496	-6.897	4.456	-12.573	-7.93	59.22	-47.48	55.987	28.613	-40.347	-0.80704	-0.11502	-0.49069	0.30753	24.3	null	null	13113	100
2026-3-24 13:44:19.293	WT901BLE68(2D9DAA075046)	-0.871	-0.140	0.479	-6.714	4.150	-12.756	-13.73	59.66	-49.52	59.827	32.973	-37.900	-0.80704	-0.11502	-0.49069	0.30753	24.3	null	null	13113	100
2026-3-24 13:44:19.504	WT901BLE68(2D9DAA075046)	-0.872	-0.188	0.463	-6.348	4.395	-12.512	-19.61	59.80	-51.93	59.827	32.973	-37.900	-0.80325	-0.05591	-0.51709	0.29010	24.3	null	null	13113	100
2026-3-24 13:44:19.714	WT901BLE68(2D9DAA075046)	-0.862	-0.238	0.445	-6.226	4.395	-12.817	-25.48	59.64	-54.37	65.053	37.067	-33.827	-0.80325	-0.05591	-0.51709	0.29010	24.3	null	null	13113	100
2026-3-24 13:44:19.924	WT901BLE68(2D9DAA075046)	-0.855	-0.286	0.424	-6.104	4.517	-13.062	-31.26	59.21	-56.78	65.053	37.067	-33.827	-0.79776	0.00650	-0.53778	0.27243	24.3	null	null	13113	100
2026-3-24 13:44:20.104	WT901BLE68(2D9DAA075046)	-0.843	-0.333	0.406	-5.859	4.639	-13.245	-36.85	58.56	-58.55	68.820	39.867	-30.287	-0.79776	0.00650	-0.53778	0.27243	24.3	null	null	13113	100
2026-3-24 13:44:20.314	WT901BLE68(2D9DAA075046)	-0.832	-0.381	0.385	-5.554	4.578	-13.123	-42.21	57.63	-59.96	68.820	39.867	-30.287	-0.79132	0.07776	-0.55219	0.25046	24.3	null	null	13113	100
2026-3-24 13:44:20.524	WT901BLE68(2D9DAA075046)	-0.815	-0.428	0.362	-5.310	4.700	-13.123	-47.21	56.46	-61.44	73.673	42.533	-23.573	-0.79132	0.07776	-0.55219	0.25046	24.3	null	null	13113	100
2026-3-24 13:44:20.703	WT901BLE68(2D9DAA075046)	-0.801	-0.472	0.339	-5.127	5.005	-13.428	-51.91	55.10	-63.02	73.673	42.533	-23.573	-0.77975	0.13803	-0.56070	0.24167	24.3	null	null	13113	100
2026-3-24 13:44:20.914	WT901BLE68(2D9DAA075046)	-0.785	-0.514	0.317	-4.700	6.042	-13.123	-56.36	53.62	-64.75	78.393	42.213	-16.273	-0.77975	0.13803	-0.56070	0.24167	24.3	null	null	13113	100
2026-3-24 13:44:21.124	WT901BLE68(2D9DAA075046)	-0.767	-0.556	0.291	-4.150	7.019	-12.512	-60.49	52.09	-66.57	78.393	42.213	-16.273	-0.76181	0.19070	-0.56989	0.24170	24.3	null	null	13113	100
2026-3-24 13:44:21.342	WT901BLE68(2D9DAA075046)	-0.753	-0.590	0.262	-2.869	8.301	-9.521	-64.22	50.81	-68.44	85.520	40.307	-1.507	-0.76181	0.19070	-0.56989	0.24170	24.3	null	null	13113	100
2026-3-24 13:44:21.514	WT901BLE68(2D9DAA075046)	-0.734	-0.623	0.231	-3.113	9.460	-11.719	-67.93	49.43	-70.67	85.520	40.307	-1.507	-0.73898	0.22946	-0.58188	0.25006	24.3	null	null	13113	100
2026-3-24 13:44:21.724	WT901BLE68(2D9DAA075046)	-0.716	-0.654	0.199	-2.625	11.169	-11.780	-71.60	47.92	-73.22	91.040	35.353	15.773	-0.73898	0.22946	-0.58188	0.25006	24.3	null	null	13113	100
2026-3-24 13:44:21.941	WT901BLE68(2D9DAA075046)	-0.688	-0.688	0.161	-2.014	12.512	-11.108	-75.18	46.36	-76.10	91.040	35.353	15.773	-0.70645	0.26270	-0.59943	0.26923	24.3	null	null	13113	100
