时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	高度(m)	气压(kPa)	版本号()	电量(%)
2026-3-24 13:34:42.90	WT901BLE68(2D9DAA075046)	-0.605	-0.122	0.824	-0.244	14.465	-0.366	-8.06	32.88	-37.81	12.300	26.640	-32.480	0.91205	0.02728	0.28589	-0.29254	24.9	null	null	13113	100
2026-3-24 13:34:42.271	WT901BLE68(2D9DAA075046)	-0.647	-0.123	0.792	-0.244	14.893	-0.366	-8.48	35.79	-37.21	12.300	26.640	-32.480	0.90103	0.03406	0.33557	-0.27255	24.9	null	null	13113	100
2026-3-24 13:34:42.391	WT901BLE68(2D9DAA075046)	-0.687	-0.126	0.759	-0.244	14.832	-0.366	-8.96	38.70	-36.78	12.300	26.640	-32.480	0.90103	0.03406	0.33557	-0.27255	24.9	null	null	13113	100
2026-3-24 13:34:42.570	WT901BLE68(2D9DAA075046)	-0.700	-0.128	0.724	-0.183	14.587	-0.366	-9.51	41.63	-36.45	12.300	26.640	-32.480	0.90103	0.03406	0.33557	-0.27255	24.9	null	null	13113	100
2026-3-24 13:34:42.690	WT901BLE68(2D9DAA075046)	-0.721	-0.128	0.706	-0.183	15.381	-0.427	-9.82	43.11	-36.38	12.300	26.640	-32.480	0.90103	0.03406	0.33557	-0.27255	24.9	null	null	13113	100
2026-3-24 13:34:42.901	WT901BLE68(2D9DAA075046)	-0.758	-0.131	0.689	-0.183	14.526	-0.366	-10.14	44.56	-36.29	28.947	31.467	-39.647	0.90103	0.03406	0.33557	-0.27255	24.9	null	null	13113	100
2026-3-24 13:34:43.83	WT901BLE68(2D9DAA075046)	-0.793	-0.132	0.649	-0.183	14.771	-0.366	-10.87	47.49	-36.29	28.947	31.467	-39.647	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:43.205	WT901BLE68(2D9DAA075046)	-0.825	-0.134	0.610	-0.183	15.503	-0.427	-11.69	50.39	-36.48	28.947	31.467	-39.647	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:43.383	WT901BLE68(2D9DAA075046)	-0.837	-0.136	0.565	-0.183	15.015	-0.427	-12.67	53.30	-36.71	28.947	31.467	-39.647	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:43.501	WT901BLE68(2D9DAA075046)	-0.849	-0.137	0.539	-0.122	15.564	-0.366	-13.23	54.76	-36.81	28.947	31.467	-39.647	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:43.682	WT901BLE68(2D9DAA075046)	-0.872	-0.139	0.517	-0.122	14.526	-0.366	-13.83	56.20	-36.89	58.113	32.620	-37.380	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:43.801	WT901BLE68(2D9DAA075046)	-0.899	-0.141	0.471	-0.183	14.709	-0.427	-15.21	59.09	-36.91	58.113	32.620	-37.380	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:44.11	WT901BLE68(2D9DAA075046)	-0.903	-0.142	0.426	-0.061	15.564	-0.305	-16.86	61.91	-36.52	58.113	32.620	-37.380	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:44.191	WT901BLE68(2D9DAA075046)	-0.926	-0.143	0.401	-0.061	15.381	-0.305	-17.84	63.34	-36.48	79.413	28.967	-26.647	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:44.310	WT901BLE68(2D9DAA075046)	-0.946	-0.143	0.355	-0.061	15.381	-0.244	-20.13	66.15	-36.89	79.413	28.967	-26.647	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:44.491	WT901BLE68(2D9DAA075046)	-0.953	-0.146	0.332	-0.061	14.587	-0.244	-21.49	67.53	-37.40	97.900	21.647	-6.413	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:44.611	WT901BLE68(2D9DAA075046)	-0.972	-0.146	0.279	0.000	14.893	-0.122	-24.80	70.26	-39.16	97.900	21.647	-6.413	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:44.820	WT901BLE68(2D9DAA075046)	-0.969	-0.149	0.224	-0.061	15.259	-0.244	-29.12	72.88	-42.12	97.900	21.647	-6.413	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:45.30	WT901BLE68(2D9DAA075046)	-0.982	-0.152	0.202	-0.122	14.709	-0.427	-31.89	74.16	-44.26	108.067	12.300	22.200	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:45.90	WT901BLE68(2D9DAA075046)	-0.983	-0.152	0.153	-0.122	15.381	-0.732	-39.04	76.53	-50.28	108.067	12.300	22.200	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:45.211	WT901BLE68(2D9DAA075046)	-0.989	-0.154	0.127	-0.122	15.076	-0.854	-43.69	77.59	-54.42	108.067	12.300	22.200	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:45.420	WT901BLE68(2D9DAA075046)	-0.986	-0.160	0.076	-0.061	15.320	-1.160	-55.79	79.36	-65.59	108.067	12.300	22.200	0.86868	0.04495	0.43048	-0.24075	24.9	null	null	13113	100
2026-3-24 13:34:45.633	WT901BLE68(2D9DAA075046)	-0.992	-0.161	0.049	-0.122	14.587	-1.404	-63.19	79.99	-72.56	108.067	12.300	22.200	0.71582	-0.00229	0.68912	-0.11234	24.9	null	null	13113	100
2026-3-24 13:34:45.842	WT901BLE68(2D9DAA075046)	-0.988	-0.167	-0.004	0.000	14.587	-1.648	-80.58	80.61	-89.22	96.553	-4.393	74.187	0.71582	-0.00229	0.68912	-0.11234	24.9	null	null	13113	100
2026-3-24 13:34:45.901	WT901BLE68(2D9DAA075046)	-0.979	-0.175	-0.055	0.000	14.832	-2.014	-98.32	80.24	-106.30	96.553	-4.393	74.187	0.71582	-0.00229	0.68912	-0.11234	24.9	null	null	13113	100
2026-3-24 13:34:46.20	WT901BLE68(2D9DAA075046)	-0.974	-0.181	-0.080	0.061	14.465	-1.892	-106.41	79.71	-114.11	96.553	-4.393	74.187	0.71582	-0.00229	0.68912	-0.11234	24.9	null	null	13113	100
2026-3-24 13:34:46.234	WT901BLE68(2D9DAA075046)	-0.973	-0.186	-0.127	0.061	15.808	-2.014	-119.54	78.13	-126.74	96.553	-4.393	74.187	0.71582	-0.00229	0.68912	-0.11234	24.9	null	null	13113	100
2026-3-24 13:34:46.440	WT901BLE68(2D9DAA075046)	-0.961	-0.186	-0.156	0.305	14.832	-1.892	-124.74	77.16	-131.74	96.553	-4.393	74.187	0.64127	-0.02164	0.75977	-0.10455	24.9	null	null	13113	100
2026-3-24 13:34:46.501	WT901BLE68(2D9DAA075046)	-0.948	-0.197	-0.208	0.305	14.648	-1.892	-133.06	74.94	-139.70	96.553	-4.393	74.187	0.64127	-0.02164	0.75977	-0.10455	24.9	null	null	13113	100
2026-3-24 13:34:46.620	WT901BLE68(2D9DAA075046)	-0.940	-0.203	-0.233	0.427	14.648	-1.953	-136.26	73.76	-142.75	96.553	-4.393	74.187	0.64127	-0.02164	0.75977	-0.10455	24.9	null	null	13113	100
2026-3-24 13:34:46.834	WT901BLE68(2D9DAA075046)	-0.938	-0.208	-0.279	0.427	14.343	-1.770	-141.44	71.25	-147.71	96.553	-4.393	74.187	0.64127	-0.02164	0.75977	-0.10455	24.9	null	null	13113	100
2026-3-24 13:34:47.42	WT901BLE68(2D9DAA075046)	-0.914	-0.211	-0.302	0.366	15.625	-1.770	-143.54	69.96	-149.71	39.380	-8.207	105.247	0.64127	-0.02164	0.75977	-0.10455	24.9	null	null	13113	100
2026-3-24 13:34:47.251	WT901BLE68(2D9DAA075046)	-0.890	-0.220	-0.351	0.549	14.526	-1.587	-147.00	67.27	-153.07	39.380	-8.207	105.247	0.55917	-0.03415	0.82135	-0.10703	24.9	null	null	13113	100
2026-3-24 13:34:47.311	WT901BLE68(2D9DAA075046)	-0.883	-0.228	-0.398	0.610	15.198	-1.587	-149.74	64.51	-155.79	39.380	-8.207	105.247	0.55917	-0.03415	0.82135	-0.10703	24.9	null	null	13113	100
2026-3-24 13:34:47.434	WT901BLE68(2D9DAA075046)	-0.854	-0.228	-0.421	0.610	14.893	-1.648	-150.85	63.15	-156.91	39.380	-8.207	105.247	0.55917	-0.03415	0.82135	-0.10703	24.9	null	null	13113	100
2026-3-24 13:34:47.640	WT901BLE68(2D9DAA075046)	-0.848	-0.235	-0.467	0.671	14.648	-1.465	-152.83	60.32	-158.97	39.380	-8.207	105.247	0.55917	-0.03415	0.82135	-0.10703	24.9	null	null	13113	100
2026-3-24 13:34:47.850	WT901BLE68(2D9DAA075046)	-0.813	-0.237	-0.486	0.488	15.320	-1.404	-153.67	58.91	-159.88	12.800	-2.840	104.087	0.55917	-0.03415	0.82135	-0.10703	24.9	null	null	13113	100
2026-3-24 13:34:48.32	WT901BLE68(2D9DAA075046)	-0.781	-0.246	-0.529	0.610	14.648	-1.221	-155.16	56.05	-161.54	12.800	-2.840	104.087	0.46945	-0.03876	0.87448	-0.11511	24.9	null	null	13113	100
2026-3-24 13:34:48.240	WT901BLE68(2D9DAA075046)	-0.743	-0.246	-0.574	0.732	14.893	-1.160	-156.41	53.15	-163.01	3.107	0.353	101.100	0.46945	-0.03876	0.87448	-0.11511	24.9	null	null	13113	100
2026-3-24 13:34:48.450	WT901BLE68(2D9DAA075046)	-0.726	-0.251	-0.611	0.671	15.930	-1.038	-157.47	50.25	-164.35	3.107	0.353	101.100	0.42377	-0.03854	0.89694	-0.11978	24.9	null	null	13113	100
2026-3-24 13:34:48.660	WT901BLE68(2D9DAA075046)	-0.675	-0.259	-0.647	0.549	15.259	-0.977	-158.37	47.36	-165.56	-4.867	3.753	98.253	0.42377	-0.03854	0.89694	-0.11978	24.9	null	null	13113	100
2026-3-24 13:34:48.843	WT901BLE68(2D9DAA075046)	-0.648	-0.263	-0.685	0.549	14.038	-0.793	-159.15	44.47	-166.68	-4.867	3.753	98.253	0.37332	-0.03671	0.91849	-0.12463	24.9	null	null	13113	100
2026-3-24 13:34:49.51	WT901BLE68(2D9DAA075046)	-0.596	-0.264	-0.719	0.488	15.869	-0.732	-159.86	41.50	-167.79	-11.167	6.380	95.733	0.37332	-0.03671	0.91849	-0.12463	24.9	null	null	13113	100
2026-3-24 13:34:49.261	WT901BLE68(2D9DAA075046)	-0.551	-0.269	-0.752	0.488	15.320	-0.610	-160.47	38.56	-168.83	-11.167	6.380	95.733	0.32504	-0.03384	0.93622	-0.12881	24.9	null	null	13113	100
2026-3-24 13:34:49.440	WT901BLE68(2D9DAA075046)	-0.512	-0.272	-0.785	0.305	15.503	-0.427	-161.00	35.64	-169.80	-17.140	8.620	91.620	0.32504	-0.03384	0.93622	-0.12881	24.9	null	null	13113	100
2026-3-24 13:34:49.650	WT901BLE68(2D9DAA075046)	-0.471	-0.275	-0.813	0.366	14.954	-0.488	-161.47	32.73	-170.74	-17.140	8.620	91.620	0.27271	-0.02972	0.95239	-0.13260	24.9	null	null	13113	100
2026-3-24 13:34:49.861	WT901BLE68(2D9DAA075046)	-0.418	-0.278	-0.837	0.183	14.526	-0.366	-161.90	29.76	-171.67	-22.407	10.287	88.727	0.27271	-0.02972	0.95239	-0.13260	24.9	null	null	13113	100
2026-3-24 13:34:50.71	WT901BLE68(2D9DAA075046)	-0.379	-0.281	-0.864	0.183	15.015	-0.244	-162.27	26.83	-172.57	-22.407	10.287	88.727	0.22388	-0.02518	0.96478	-0.13541	24.9	null	null	13113	100
2026-3-24 13:34:50.250	WT901BLE68(2D9DAA075046)	-0.335	-0.277	-0.881	0.061	15.808	-0.244	-162.61	23.90	-173.44	-26.473	11.693	85.567	0.22388	-0.02518	0.96478	-0.13541	24.9	null	null	13113	100
2026-3-24 13:34:50.460	WT901BLE68(2D9DAA075046)	-0.271	-0.280	-0.900	-0.061	14.954	-0.183	-162.91	20.94	-174.30	-26.473	11.693	85.567	0.16916	-0.01941	0.97571	-0.13751	24.9	null	null	13113	100
2026-3-24 13:34:50.671	WT901BLE68(2D9DAA075046)	-0.225	-0.283	-0.918	-0.061	15.320	-0.244	-163.17	18.02	-175.14	-30.420	12.793	83.973	0.16916	-0.01941	0.97571	-0.13751	24.9	null	null	13113	100
2026-3-24 13:34:50.850	WT901BLE68(2D9DAA075046)	-0.176	-0.278	-0.930	-0.122	15.015	0.000	-163.40	15.08	-175.97	-30.420	12.793	83.973	0.11926	-0.01358	0.98300	-0.13864	24.9	null	null	13113	100
2026-3-24 13:34:51.60	WT901BLE68(2D9DAA075046)	-0.129	-0.279	-0.943	-0.183	14.465	0.000	-163.60	12.11	-176.82	-34.093	13.967	80.753	0.11926	-0.01358	0.98300	-0.13864	24.9	null	null	13113	100
2026-3-24 13:34:51.272	WT901BLE68(2D9DAA075046)	-0.071	-0.281	-0.949	-0.122	15.442	0.000	-163.76	9.21	-177.64	-34.093	13.967	80.753	0.06393	-0.00662	0.98810	-0.13931	24.9	null	null	13113	100
2026-3-24 13:34:51.483	WT901BLE68(2D9DAA075046)	-0.011	-0.277	-0.955	-0.061	15.015	0.000	-163.86	6.28	-178.45	-37.080	14.787	77.560	0.06393	-0.00662	0.98810	-0.13931	24.9	null	null	13113	100
2026-3-24 13:34:51.660	WT901BLE68(2D9DAA075046)	0.017	-0.279	-0.958	-0.061	14.771	0.000	-163.92	3.30	-179.27	-37.080	14.787	77.560	0.01318	-0.00009	0.99005	-0.13977	24.9	null	null	13113	100
2026-3-24 13:34:51.871	WT901BLE68(2D9DAA075046)	0.072	-0.282	-0.954	0.000	16.357	0.000	-163.92	0.35	179.90	-40.947	15.813	75.567	0.01318	-0.00009	0.99005	-0.13977	24.9	null	null	13113	100
2026-3-24 13:34:52.83	WT901BLE68(2D9DAA075046)	0.125	-0.279	-0.954	0.061	15.930	0.000	-163.87	-2.57	179.09	-40.947	15.813	75.567	-0.04276	0.00723	0.98914	-0.14008	24.9	null	null	13113	100
2026-3-24 13:34:52.260	WT901BLE68(2D9DAA075046)	0.156	-0.283	-0.948	0.061	15.198	0.000	-163.78	-5.53	178.26	-43.693	16.393	71.413	-0.04276	0.00723	0.98914	-0.14008	24.9	null	null	13113	100
2026-3-24 13:34:52.471	WT901BLE68(2D9DAA075046)	0.240	-0.277	-0.938	-0.061	13.794	0.000	-163.66	-8.51	177.41	-43.693	16.393	71.413	-0.09204	0.00266	0.98569	-0.14087	24.9	null	null	13113	100
2026-3-24 13:34:52.683	WT901BLE68(2D9DAA075046)	0.279	-0.277	-0.930	-0.183	15.686	0.000	-163.49	-11.46	-178.51	-46.780	17.013	67.773	-0.09204	0.00266	0.98569	-0.14087	24.9	null	null	13113	100
2026-3-24 13:34:52.891	WT901BLE68(2D9DAA075046)	0.328	-0.275	-0.916	-0.305	15.503	0.000	-163.28	-14.34	-169.61	-46.780	17.013	67.773	-0.12000	-0.16202	0.96555	-0.16425	24.9	null	null	13113	100
2026-3-24 13:34:53.71	WT901BLE68(2D9DAA075046)	0.377	-0.279	-0.897	-0.305	14.709	-0.305	-163.06	-17.24	-161.44	-49.180	17.600	64.840	-0.12000	-0.16202	0.96555	-0.16425	24.9	null	null	13113	100
2026-3-24 13:34:53.283	WT901BLE68(2D9DAA075046)	0.421	-0.272	-0.882	-0.488	14.709	-0.366	-162.82	-20.20	-154.09	-49.180	17.600	64.840	-0.14474	-0.28235	0.92850	-0.19263	24.9	null	null	13113	100
2026-3-24 13:34:53.521	WT901BLE68(2D9DAA075046)	0.468	-0.272	-0.859	-0.549	14.709	-0.427	-162.56	-23.16	-147.54	-51.933	17.607	60.573	-0.14474	-0.28235	0.92850	-0.19263	24.9	null	null	13113	100
2026-3-24 13:34:53.670	WT901BLE68(2D9DAA075046)	0.507	-0.269	-0.836	-0.610	14.893	-0.488	-162.28	-26.09	-141.62	-51.933	17.607	60.573	-0.16885	-0.37527	0.88297	-0.22571	24.9	null	null	13113	100
2026-3-24 13:34:53.883	WT901BLE68(2D9DAA075046)	0.555	-0.265	-0.812	-0.671	14.709	-0.549	-161.95	-29.04	-136.43	-53.640	17.780	56.747	-0.16885	-0.37527	0.88297	-0.22571	24.9	null	null	13113	100
2026-3-24 13:34:54.91	WT901BLE68(2D9DAA075046)	0.595	-0.261	-0.783	-0.732	14.526	-0.610	-161.59	-32.02	-131.87	-53.640	17.780	56.747	-0.19446	-0.44833	0.83136	-0.26443	24.9	null	null	13113	100
2026-3-24 13:34:54.300	WT901BLE68(2D9DAA075046)	0.639	-0.259	-0.753	-0.854	15.259	-0.854	-161.18	-34.98	-127.97	-55.800	17.947	52.407	-0.19446	-0.44833	0.83136	-0.26443	24.9	null	null	13113	100
2026-3-24 13:34:54.483	WT901BLE68(2D9DAA075046)	0.679	-0.254	-0.722	-0.916	15.503	-0.916	-160.72	-37.93	-124.57	-55.800	17.947	52.407	-0.21741	-0.49475	0.78564	-0.30093	24.9	null	null	13113	100
2026-3-24 13:34:54.691	WT901BLE68(2D9DAA075046)	0.703	-0.250	-0.688	-0.854	14.832	-0.916	-160.20	-40.85	-121.78	-57.060	17.227	48.253	-0.21741	-0.49475	0.78564	-0.30093	24.9	null	null	13113	100
2026-3-24 13:34:54.901	WT901BLE68(2D9DAA075046)	0.745	-0.244	-0.648	-0.916	16.235	-1.099	-159.60	-43.86	-119.25	-57.060	17.227	48.253	-0.24435	-0.52875	0.73669	-0.34335	24.9	null	null	13113	100
2026-3-24 13:34:55.82	WT901BLE68(2D9DAA075046)	0.780	-0.239	-0.603	-0.854	15.381	-1.282	-158.79	-47.14	-117.33	-58.280	17.820	44.600	-0.24435	-0.52875	0.73669	-0.34335	24.9	null	null	13113	100
2026-3-24 13:34:55.291	WT901BLE68(2D9DAA075046)	0.814	-0.235	-0.563	-0.916	15.259	-1.343	-157.98	-50.09	-116.53	-58.280	17.820	44.600	-0.29913	-0.48514	0.74084	-0.35526	24.9	null	null	13113	100
2026-3-24 13:34:55.501	WT901BLE68(2D9DAA075046)	0.845	-0.226	-0.520	-0.793	14.832	-1.282	-157.13	-53.01	-129.16	-59.027	17.627	39.733	-0.29913	-0.48514	0.74084	-0.35526	24.9	null	null	13113	100
2026-3-24 13:34:55.711	WT901BLE68(2D9DAA075046)	0.873	-0.217	-0.478	-0.793	14.709	-1.587	-156.15	-55.90	-142.85	-59.027	17.627	39.733	-0.41736	-0.30026	0.80618	-0.29257	24.9	null	null	13113	100
2026-3-24 13:34:55.891	WT901BLE68(2D9DAA075046)	0.896	-0.212	-0.432	-0.732	15.015	-1.526	-154.95	-58.81	-156.32	-59.547	17.407	35.287	-0.41736	-0.30026	0.80618	-0.29257	24.9	null	null	13113	100
2026-3-24 13:34:56.101	WT901BLE68(2D9DAA075046)	0.913	-0.204	-0.386	-0.732	14.832	-1.770	-153.46	-61.70	-169.22	-59.547	17.407	35.287	-0.50760	-0.14227	0.82248	-0.21341	24.9	null	null	13113	100
2026-3-24 13:34:56.311	WT901BLE68(2D9DAA075046)	0.933	-0.199	-0.339	-0.671	15.198	-1.831	-151.62	-64.55	178.18	-59.047	17.167	31.147	-0.50760	-0.14227	0.82248	-0.21341	24.9	null	null	13113	100
2026-3-24 13:34:56.490	WT901BLE68(2D9DAA075046)	0.943	-0.189	-0.293	-0.610	15.015	-1.892	-149.26	-67.40	166.00	-59.047	17.167	31.147	-0.58203	-0.00171	0.80423	-0.11972	24.9	null	null	13113	100
2026-3-24 13:34:56.700	WT901BLE68(2D9DAA075046)	0.957	-0.185	-0.242	-0.549	14.893	-2.075	-146.16	-70.20	153.98	-58.813	16.873	26.627	-0.58203	-0.00171	0.80423	-0.11972	24.9	null	null	13113	100
2026-3-24 13:34:56.911	WT901BLE68(2D9DAA075046)	0.977	-0.177	-0.194	-0.366	15.320	-2.014	-142.06	-72.92	141.69	-58.813	16.873	26.627	-0.63309	0.10065	0.76682	-0.03104	24.9	null	null	13113	100
2026-3-24 13:34:57.121	WT901BLE68(2D9DAA075046)	0.974	-0.168	-0.146	-0.305	15.137	-2.075	-136.36	-75.50	128.53	-57.987	16.813	22.127	-0.63309	0.10065	0.76682	-0.03104	24.9	null	null	13113	100
2026-3-24 13:34:57.300	WT901BLE68(2D9DAA075046)	0.982	-0.164	-0.093	-0.244	14.282	-1.953	-128.17	-77.87	113.85	-57.987	16.813	22.127	-0.67255	0.17648	0.71655	0.05450	24.9	null	null	13113	100
2026-3-24 13:34:57.510	WT901BLE68(2D9DAA075046)	0.981	-0.152	-0.040	-0.061	14.893	-1.892	-116.17	-79.88	96.03	-57.127	16.567	18.233	-0.67255	0.17648	0.71655	0.05450	24.9	null	null	13113	100
2026-3-24 13:34:57.721	WT901BLE68(2D9DAA075046)	0.984	-0.144	0.012	0.000	14.893	-1.831	-99.61	-81.22	74.23	-57.127	16.567	18.233	-0.70007	0.22433	0.66586	0.12683	24.9	null	null	13113	100
2026-3-24 13:34:57.901	WT901BLE68(2D9DAA075046)	0.990	-0.139	0.064	0.061	15.015	-2.014	-79.52	-81.62	49.51	-55.633	15.967	13.560	-0.70007	0.22433	0.66586	0.12683	24.9	null	null	13113	100
2026-3-24 13:34:58.110	WT901BLE68(2D9DAA075046)	0.981	-0.132	0.113	0.122	14.832	-1.831	-60.03	-80.94	25.93	-55.633	15.967	13.560	-0.72336	0.25394	0.61230	0.19299	24.9	null	null	13113	100
2026-3-24 13:34:58.320	WT901BLE68(2D9DAA075046)	0.962	-0.121	0.167	0.305	13.977	-1.953	-44.62	-79.36	6.94	-54.193	15.527	8.680	-0.72336	0.25394	0.61230	0.19299	24.9	null	null	13113	100
2026-3-24 13:34:58.535	WT901BLE68(2D9DAA075046)	0.946	-0.114	0.216	0.244	15.381	-1.770	-33.93	-77.27	-6.89	-54.193	15.527	8.680	-0.74176	0.26630	0.56433	0.24554	24.9	null	null	13113	100
2026-3-24 13:34:58.711	WT901BLE68(2D9DAA075046)	0.938	-0.112	0.268	0.305	14.404	-1.587	-26.48	-74.88	-16.94	-52.293	15.467	4.720	-0.74176	0.26630	0.56433	0.24554	24.9	null	null	13113	100
2026-3-24 13:34:58.920	WT901BLE68(2D9DAA075046)	0.920	-0.103	0.317	0.427	13.184	-1.648	-21.10	-72.27	-24.66	-52.293	15.467	4.720	-0.75946	0.26752	0.51526	0.29333	24.9	null	null	13113	100
2026-3-24 13:34:59.136	WT901BLE68(2D9DAA075046)	0.903	-0.097	0.364	0.488	14.893	-1.648	-17.11	-69.51	-30.72	-50.067	15.227	1.387	-0.75946	0.26752	0.51526	0.29333	24.9	null	null	13113	100
2026-3-24 13:34:59.311	WT901BLE68(2D9DAA075046)	0.877	-0.089	0.413	0.549	15.015	-1.587	-14.11	-66.73	-35.50	-50.067	15.227	1.387	-0.77466	0.26035	0.47195	0.33057	24.9	null	null	13113	100
2026-3-24 13:34:59.521	WT901BLE68(2D9DAA075046)	0.854	-0.086	0.460	0.610	14.404	-1.526	-11.76	-63.89	-39.29	-47.720	14.913	-3.333	-0.77466	0.26035	0.47195	0.33057	24.9	null	null	13113	100
2026-3-24 13:34:59.736	WT901BLE68(2D9DAA075046)	0.833	-0.075	0.508	0.671	14.160	-1.404	-9.88	-60.98	-42.39	-47.720	14.913	-3.333	-0.79111	0.24515	0.42609	0.36386	24.9	null	null	13113	100
2026-3-24 13:34:59.940	WT901BLE68(2D9DAA075046)	0.806	-0.070	0.549	0.793	15.137	-1.526	-8.34	-58.06	-44.96	-47.720	14.913	-3.333	-0.79111	0.24515	0.42609	0.36386	24.9	null	null	13113	100
2026-3-24 13:35:0.60	WT901BLE68(2D9DAA075046)	0.766	-0.064	0.595	0.854	15.015	-1.404	-7.08	-55.11	-47.01	-47.720	14.913	-3.333	-0.79111	0.24515	0.42609	0.36386	24.9	null	null	13113	100
2026-3-24 13:35:0.210	WT901BLE68(2D9DAA075046)	0.757	-0.057	0.637	0.916	14.771	-1.343	-6.02	-52.17	-48.80	-47.720	14.913	-3.333	-0.79111	0.24515	0.42609	0.36386	24.9	null	null	13113	100
2026-3-24 13:35:0.421	WT901BLE68(2D9DAA075046)	0.722	-0.056	0.655	0.916	14.038	-1.282	-5.55	-50.70	-49.58	-41.427	13.920	-10.327	-0.79111	0.24515	0.42609	0.36386	24.9	null	null	13113	100
2026-3-24 13:35:0.601	WT901BLE68(2D9DAA075046)	0.680	-0.048	0.692	0.854	14.893	-1.221	-4.72	-47.75	-50.93	-41.427	13.920	-10.327	-0.82364	0.19781	0.33160	0.41522	24.9	null	null	13113	100
2026-3-24 13:35:0.810	WT901BLE68(2D9DAA075046)	0.642	-0.042	0.733	0.977	15.259	-1.160	-3.99	-44.78	-51.95	-38.567	13.860	-14.093	-0.82364	0.19781	0.33160	0.41522	24.9	null	null	13113	100
2026-3-24 13:35:1.21	WT901BLE68(2D9DAA075046)	0.600	-0.033	0.769	0.854	14.954	-0.916	-3.37	-41.74	-52.85	-38.567	13.860	-14.093	-0.83746	0.17163	0.28793	0.43146	24.9	null	null	13113	100
2026-3-24 13:35:1.201	WT901BLE68(2D9DAA075046)	0.559	-0.031	0.802	0.977	14.709	-0.977	-2.82	-38.78	-53.55	-35.133	13.340	-16.960	-0.83746	0.17163	0.28793	0.43146	24.9	null	null	13113	100
2026-3-24 13:35:1.410	WT901BLE68(2D9DAA075046)	0.510	-0.027	0.831	0.977	14.771	-0.854	-2.35	-35.73	-54.09	-35.133	13.340	-16.960	-0.84979	0.14532	0.24615	0.44272	24.9	null	null	13113	100
2026-3-24 13:35:1.621	WT901BLE68(2D9DAA075046)	0.476	-0.021	0.862	0.916	14.648	-0.732	-1.93	-32.74	-54.48	-31.987	12.853	-19.893	-0.84979	0.14532	0.24615	0.44272	24.9	null	null	13113	100
2026-3-24 13:35:1.836	WT901BLE68(2D9DAA075046)	0.431	-0.015	0.888	0.977	13.245	-0.671	-1.56	-29.76	-54.78	-31.987	12.853	-19.893	-0.86166	0.11694	0.20203	0.45047	24.9	null	null	13113	100
2026-3-24 13:35:2.10	WT901BLE68(2D9DAA075046)	0.386	-0.011	0.908	0.854	10.315	-0.549	-1.23	-26.80	-54.89	-28.487	12.280	-22.413	-0.86166	0.11694	0.20203	0.45047	24.9	null	null	13113	100
2026-3-24 13:35:2.221	WT901BLE68(2D9DAA075046)	0.331	-0.008	0.931	0.916	9.338	-0.488	-0.94	-23.89	-54.93	-28.487	12.280	-22.413	-0.87146	0.09109	0.16199	0.45377	24.9	null	null	13113	100
2026-3-24 13:35:2.437	WT901BLE68(2D9DAA075046)	0.286	-0.004	0.948	0.610	14.404	-0.366	-0.69	-20.96	-54.85	-23.940	12.313	-24.813	-0.87146	0.09109	0.16199	0.45377	24.9	null	null	13113	100
2026-3-24 13:35:2.611	WT901BLE68(2D9DAA075046)	0.231	0.000	0.963	0.854	14.954	-0.427	-0.46	-17.96	-54.62	-23.940	12.313	-24.813	-0.88199	0.06192	0.11563	0.45255	24.9	null	null	13113	100
2026-3-24 13:35:2.821	WT901BLE68(2D9DAA075046)	0.178	0.002	0.978	0.488	14.587	-0.305	-0.26	-14.92	-54.27	-20.320	12.033	-26.167	-0.88199	0.06192	0.11563	0.45255	24.9	null	null	13113	100
